1:87.175
2:79.5486
3:62.6727
4:52.128
5:36.709
6:23.9417
7:16.5378
8:7.49085
9:3.79962
10:2.0982
11:1.59105
12:0.182899
13:0.0255683
14:0
15:0
16:0
17:0
18:0
19:0
20:0
