1:94.852
2:89.3981
3:81.3192
4:72.0693
5:61.3703
6:50.4597
7:39.0375
8:28.9088
9:20.3017
10:13.5242
11:8.3241
12:4.6955
13:2.82706
14:1.29882
15:0.79381
16:0.305053
17:0.153993
18:0.0853977
19:0.0252494
20:0.0168743
